ArtistName,AlbumName,TrackName
Jamiroquai,Emergency On Planet Earth,Music Of The Wind
Jamiroquai,Emergency On Planet Earth,Emergency On Planet Earth
Jamiroquai,Emergency On Planet Earth,"Whatever It Is, I Just Can't Stop"
Jamiroquai,Emergency On Planet Earth,Blow Your Mind
Jamiroquai,Emergency On Planet Earth,Revolution 1993
Jamiroquai,Emergency On Planet Earth,Didgin' Out
Jamiroquai,Synkronized,Canned Heat
Jamiroquai,Synkronized,Planet Home
Jamiroquai,Synkronized,Black Capricorn Day
Jamiroquai,Synkronized,Soul Education
Jamiroquai,Synkronized,Failling
Jamiroquai,Synkronized,Destitute Illusions
Jamiroquai,Synkronized,Supersonic
Jamiroquai,Synkronized,Butterfly
Jamiroquai,Synkronized,Were Do We Go From Here
Jamiroquai,Synkronized,King For A Day
Jamiroquai,Synkronized,Deeper Underground
Jamiroquai,The Return Of The Space Cowboy,Just Another Story
Jamiroquai,The Return Of The Space Cowboy,Stillness In Time
Jamiroquai,The Return Of The Space Cowboy,Half The Man
Jamiroquai,The Return Of The Space Cowboy,Light Years
Jamiroquai,The Return Of The Space Cowboy,Manifest Destiny
Jamiroquai,The Return Of The Space Cowboy,The Kids
Jamiroquai,The Return Of The Space Cowboy,Mr. Moon
Jamiroquai,The Return Of The Space Cowboy,Scam
Jamiroquai,The Return Of The Space Cowboy,Journey To Arnhemland
Jamiroquai,The Return Of The Space Cowboy,Morning Glory
Jamiroquai,The Return Of The Space Cowboy,Space Cowboy
JET,Get Born,Last Chance
JET,Get Born,Are You Gonna Be My Girl
JET,Get Born,Rollover D.J.
JET,Get Born,Look What You've Done
JET,Get Born,Get What You Need
JET,Get Born,Move On
JET,Get Born,Radio Song
JET,Get Born,Get Me Outta Here
JET,Get Born,Cold Hard Bitch
JET,Get Born,Come Around Again
JET,Get Born,Take It Or Leave It
JET,Get Born,Lazy Gun
JET,Get Born,Timothy
Jimi Hendrix,Are You Experienced?,Foxy Lady
Jimi Hendrix,Are You Experienced?,Manic Depression
Jimi Hendrix,Are You Experienced?,Red House
Jimi Hendrix,Are You Experienced?,Can You See Me
Jimi Hendrix,Are You Experienced?,Love Or Confusion
Jimi Hendrix,Are You Experienced?,I Don't Live Today
Jimi Hendrix,Are You Experienced?,May This Be Love
Jimi Hendrix,Are You Experienced?,Fire
Jimi Hendrix,Are You Experienced?,Third Stone From The Sun
Jimi Hendrix,Are You Experienced?,Remember
Jimi Hendrix,Are You Experienced?,Are You Experienced?
Jimi Hendrix,Are You Experienced?,Hey Joe
Jimi Hendrix,Are You Experienced?,Stone Free
Jimi Hendrix,Are You Experienced?,Purple Haze
Jimi Hendrix,Are You Experienced?,51st Anniversary
Jimi Hendrix,Are You Experienced?,The Wind Cries Mary
Jimi Hendrix,Are You Experienced?,Highway Chile
Joe Satriani,Surfing with the Alien (Remastered),Surfing with the Alien
Joe Satriani,Surfing with the Alien (Remastered),Ice 9
Joe Satriani,Surfing with the Alien (Remastered),Crushing Day
Joe Satriani,Surfing with the Alien (Remastered),"Always With Me, Always With You"
Joe Satriani,Surfing with the Alien (Remastered),Satch Boogie
Joe Satriani,Surfing with the Alien (Remastered),Hill of the Skull
Joe Satriani,Surfing with the Alien (Remastered),Circles
Joe Satriani,Surfing with the Alien (Remastered),Lords of Karma
Joe Satriani,Surfing with the Alien (Remastered),Midnight
Joe Satriani,Surfing with the Alien (Remastered),Echo
Jota Quest,Jota Quest-1995,Rapidamente
Jota Quest,Jota Quest-1995,As Dores do Mundo
Jota Quest,Jota Quest-1995,Vou Pra Ai
Jota Quest,Jota Quest-1995,My Brother
Jota Quest,Jota Quest-1995,Há Quanto Tempo
Jota Quest,Jota Quest-1995,Vício
Jota Quest,Jota Quest-1995,Encontrar Alguém
Jota Quest,Jota Quest-1995,Dance Enquanto é Tempo
Jota Quest,Jota Quest-1995,A Tarde
Jota Quest,Jota Quest-1995,Always Be All Right
Jota Quest,Jota Quest-1995,Sem Sentido
Jota Quest,Jota Quest-1995,Onibusfobia
João Suplicy,Cafezinho,Pura Elegancia
João Suplicy,Cafezinho,Choramingando
João Suplicy,Cafezinho,Por Merecer
João Suplicy,Cafezinho,No Futuro
João Suplicy,Cafezinho,Voce Inteira
João Suplicy,Cafezinho,Cuando A Noite Vai Chegando
João Suplicy,Cafezinho,Naquele Dia
João Suplicy,Cafezinho,Equinocio
João Suplicy,Cafezinho,Papelão
João Suplicy,Cafezinho,Cuando Eu For Pro Ceu
João Suplicy,Cafezinho,Do Nosso Amor
João Suplicy,Cafezinho,Borogodo
João Suplicy,Cafezinho,Cafezinho
João Suplicy,Cafezinho,Enquanto O Dia Não Vem
Judas Priest,Living After Midnight,The Green Manalishi
Judas Priest,Living After Midnight,Living After Midnight
Judas Priest,Living After Midnight,Breaking The Law (Live)
Judas Priest,Living After Midnight,Hot Rockin'
Judas Priest,Living After Midnight,Heading Out To The Highway (Live)
Judas Priest,Living After Midnight,The Hellion
Judas Priest,Living After Midnight,Electric Eye
Judas Priest,Living After Midnight,You've Got Another Thing Comin'
Judas Priest,Living After Midnight,Turbo Lover
Judas Priest,Living After Midnight,Freewheel Burning
Judas Priest,Living After Midnight,Some Heads Are Gonna Roll
Judas Priest,Living After Midnight,Metal Meltdown
Judas Priest,Living After Midnight,Ram It Down
Judas Priest,Living After Midnight,Diamonds And Rust (Live)
Judas Priest,Living After Midnight,Victim Of Change (Live)
Judas Priest,Living After Midnight,Tyrant (Live)
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Natália
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,L'Avventura
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Música De Trabalho
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Longe Do Meu Lado
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,A Via Láctea
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Música Ambiente
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Aloha
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Soul Parsifal
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Dezesseis
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Mil Pedaços
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Leila
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,1º De Julho
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Esperando Por Mim
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Quando Você Voltar
Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,O Livro Dos Dias
Legião Urbana,Mais Do Mesmo,Será
Legião Urbana,Mais Do Mesmo,Ainda É Cedo
Legião Urbana,Mais Do Mesmo,Geração Coca-Cola
Legião Urbana,Mais Do Mesmo,Eduardo E Mônica
Legião Urbana,Mais Do Mesmo,Tempo Perdido
Legião Urbana,Mais Do Mesmo,Indios
Legião Urbana,Mais Do Mesmo,Que País É Este
Legião Urbana,Mais Do Mesmo,Faroeste Caboclo
Legião Urbana,Mais Do Mesmo,Há Tempos
Legião Urbana,Mais Do Mesmo,Pais E Filhos
Legião Urbana,Mais Do Mesmo,Meninos E Meninas
Legião Urbana,Mais Do Mesmo,Vento No Litoral
Legião Urbana,Mais Do Mesmo,Perfeição
Legião Urbana,Mais Do Mesmo,Giz
Legião Urbana,Mais Do Mesmo,Dezesseis
Legião Urbana,Mais Do Mesmo,Antes Das Seis
Lenny Kravitz,Greatest Hits,Are You Gonna Go My Way
Lenny Kravitz,Greatest Hits,Fly Away
Lenny Kravitz,Greatest Hits,Rock And Roll Is Dead
Lenny Kravitz,Greatest Hits,Again
Lenny Kravitz,Greatest Hits,It Ain't Over 'Til It's Over
Lenny Kravitz,Greatest Hits,Can't Get You Off My Mind
Lenny Kravitz,Greatest Hits,Mr. Cab Driver
Lenny Kravitz,Greatest Hits,American Woman
Lenny Kravitz,Greatest Hits,Stand By My Woman
Lenny Kravitz,Greatest Hits,Always On The Run
Lenny Kravitz,Greatest Hits,Heaven Help
Lenny Kravitz,Greatest Hits,I Belong To You
Lenny Kravitz,Greatest Hits,Believe
Lenny Kravitz,Greatest Hits,Let Love Rule
Lenny Kravitz,Greatest Hits,Black Velveteen
Lenny Kravitz,Greatest Hits,Johnny B. Goode
Lenny Kravitz,Greatest Hits,Don't Look Back
Lenny Kravitz,Greatest Hits,Jah Seh No
Lenny Kravitz,Greatest Hits,I'm The Toughest
Lenny Kravitz,Greatest Hits,Nothing But Love
Lenny Kravitz,Greatest Hits,Buk-In-Hamm Palace
Lenny Kravitz,Greatest Hits,Bush Doctor
Lenny Kravitz,Greatest Hits,Wanted Dread And Alive
Lenny Kravitz,Greatest Hits,Mystic Man
Lenny Kravitz,Greatest Hits,Coming In Hot
Lenny Kravitz,Greatest Hits,Pick Myself Up
Lenny Kravitz,Greatest Hits,Crystal Ball
Lenny Kravitz,Greatest Hits,Equal Rights Downpresser Man
Lenny Kravitz,Greatest Hits,Holding Back The Years
Lenny Kravitz,Greatest Hits,Money's Too Tight To Mention
Lenny Kravitz,Greatest Hits,The Right Thing
Lenny Kravitz,Greatest Hits,It's Only Love
Lenny Kravitz,Greatest Hits,A New Flame
Lenny Kravitz,Greatest Hits,You've Got It
Lenny Kravitz,Greatest Hits,If You Don't Know Me By Now
Lenny Kravitz,Greatest Hits,Stars
Lenny Kravitz,Greatest Hits,Something Got Me Started
Lenny Kravitz,Greatest Hits,Thrill Me
Lenny Kravitz,Greatest Hits,Your Mirror
Lenny Kravitz,Greatest Hits,For Your Babies
Lenny Kravitz,Greatest Hits,So Beautiful
Lenny Kravitz,Greatest Hits,Angel
Lenny Kravitz,Greatest Hits,Fairground
Lenny Kravitz,Greatest Hits,Still Of The Night
Lenny Kravitz,Greatest Hits,Here I Go Again
Lenny Kravitz,Greatest Hits,Is This Love
Lenny Kravitz,Greatest Hits,Love Ain't No Stranger
Lenny Kravitz,Greatest Hits,Looking For Love
Lenny Kravitz,Greatest Hits,Now You're Gone
Lenny Kravitz,Greatest Hits,Slide It In
Lenny Kravitz,Greatest Hits,Slow An' Easy
Lenny Kravitz,Greatest Hits,Judgement Day
Lenny Kravitz,Greatest Hits,You're Gonna Break My Hart Again
Lenny Kravitz,Greatest Hits,The Deeper The Love
Lenny Kravitz,Greatest Hits,Crying In The Rain
Lenny Kravitz,Greatest Hits,Fool For Your Loving
Lenny Kravitz,Greatest Hits,Sweet Lady Luck
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Assim Caminha A Humanidade
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Um Pro Outro
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Casa
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Condição
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Satisfação
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Brumário
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Sábado À Noite
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,A Cura
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Atrás Do Trio Elétrico
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Tudo Bem
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Toda Forma De Amor
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Sereia
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Se Você Pensa
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lá Vem O Sol (Here Comes The Sun)
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Honolulu
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Dancin´Days
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Aviso Aos Navegantes
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Hyperconectividade
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,O Descobridor Dos Sete Mares
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Um Certo Alguém
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Fullgás
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Aquilo
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Senta A Pua
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Ro-Que-Se-Da-Ne
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Tudo Igual
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Fogo De Palha
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Assaltaram A Gramática
Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,O Último Romântico (Ao Vivo)
Marillion,Misplaced Childhood,Pseudo Silk Kimono
Marillion,Misplaced Childhood,Kayleigh
Marillion,Misplaced Childhood,Lavender
Marillion,Misplaced Childhood,Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel
Marillion,Misplaced Childhood,Heart Of Lothian: Wide Boy / Curtain Call
Marillion,Misplaced Childhood,Waterhole (Expresso Bongo)
Marillion,Misplaced Childhood,Lords Of The Backstage
Marillion,Misplaced Childhood,Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold
Marillion,Misplaced Childhood,Childhoods End?
Marillion,Misplaced Childhood,White Feather
Marisa Monte,Barulhinho Bom,Arrepio
Marisa Monte,Barulhinho Bom,Magamalabares
Marisa Monte,Barulhinho Bom,Chuva No Brejo
Marisa Monte,Barulhinho Bom,Cérebro Eletrônico
Marisa Monte,Barulhinho Bom,Tempos Modernos
Marisa Monte,Barulhinho Bom,Maraçá
Marisa Monte,Barulhinho Bom,Blanco
Marisa Monte,Barulhinho Bom,Panis Et Circenses
Marisa Monte,Barulhinho Bom,De Noite Na Cama
Marisa Monte,Barulhinho Bom,Beija Eu
Marisa Monte,Barulhinho Bom,Give Me Love
Marisa Monte,Barulhinho Bom,Ainda Lembro
Marisa Monte,Barulhinho Bom,A Menina Dança
Marisa Monte,Barulhinho Bom,Dança Da Solidão
Marisa Monte,Barulhinho Bom,Ao Meu Redor
Marisa Monte,Barulhinho Bom,Bem Leve
Marisa Monte,Barulhinho Bom,Segue O Seco
Marisa Monte,Barulhinho Bom,O Xote Das Meninas
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Wherever I Lay My Hat
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Get My Hands On Some Lovin'
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),No Good Without You
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),You've Been A Long Time Coming
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),When I Had Your Love
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),You're What's Happening (In The World Today)
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Loving You Is Sweeter Than Ever
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),It's A Bitter Pill To Swallow
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Seek And You Shall Find
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Gonna Keep On Tryin' Till I Win Your Love
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Gonna Give Her All The Love I've Got
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),I Wish It Would Rain
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),"Abraham, Martin And John"
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Save The Children
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),You Sure Love To Ball
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Ego Tripping Out
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Praise
Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Heavy Love Affair
Men At Work,The Best Of Men At Work,Down Under
Men At Work,The Best Of Men At Work,Overkill
Men At Work,The Best Of Men At Work,Be Good Johnny
Men At Work,The Best Of Men At Work,Everything I Need
Men At Work,The Best Of Men At Work,Down by the Sea
Men At Work,The Best Of Men At Work,Who Can It Be Now?
Men At Work,The Best Of Men At Work,It's a Mistake
Men At Work,The Best Of Men At Work,Dr. Heckyll & Mr. Jive
Men At Work,The Best Of Men At Work,Shakes and Ladders
Men At Work,The Best Of Men At Work,No Sign of Yesterday
Motörhead,Ace Of Spades,Ace Of Spades
Motörhead,Ace Of Spades,Love Me Like A Reptile
Motörhead,Ace Of Spades,Shoot You In The Back
Motörhead,Ace Of Spades,Live To Win
Motörhead,Ace Of Spades,Fast And Loose
Motörhead,Ace Of Spades,(We Are) The Road Crew
Motörhead,Ace Of Spades,Fire Fire
Motörhead,Ace Of Spades,Jailbait
Motörhead,Ace Of Spades,Dance
Motörhead,Ace Of Spades,Bite The Bullet
Motörhead,Ace Of Spades,The Chase Is Better Than The Catch
Motörhead,Ace Of Spades,The Hammer
Motörhead,Ace Of Spades,Dirty Love
Motörhead,Ace Of Spades,Please Don't Touch
Motörhead,Ace Of Spades,Emergency
Motörhead & Girlschool,,
Mônica Marianno,Demorou...,Kir Royal
Mônica Marianno,Demorou...,O Que Vai Em Meu Coração
Mônica Marianno,Demorou...,Aos Leões
Mônica Marianno,Demorou...,Dois Índios
Mônica Marianno,Demorou...,Noite Negra
Mônica Marianno,Demorou...,Beijo do Olhar
Mônica Marianno,Demorou...,É Fogo
Mônica Marianno,Demorou...,Já Foi
Mônica Marianno,Demorou...,Só Se For Pelo Cabelo
Mônica Marianno,Demorou...,No Clima
Mônica Marianno,Demorou...,A Moça e a Chuva
Mônica Marianno,Demorou...,Demorou!
Mötley Crüe,Motley Crue Greatest Hits,Bitter Pill
Mötley Crüe,Motley Crue Greatest Hits,Enslaved
Mötley Crüe,Motley Crue Greatest Hits,"Girls, Girls, Girls"
Mötley Crüe,Motley Crue Greatest Hits,Kickstart My Heart
Mötley Crüe,Motley Crue Greatest Hits,Wild Side
Mötley Crüe,Motley Crue Greatest Hits,Glitter
Mötley Crüe,Motley Crue Greatest Hits,Dr. Feelgood
Mötley Crüe,Motley Crue Greatest Hits,Same Ol' Situation
Mötley Crüe,Motley Crue Greatest Hits,Home Sweet Home
Mötley Crüe,Motley Crue Greatest Hits,Afraid
Mötley Crüe,Motley Crue Greatest Hits,Don't Go Away Mad (Just Go Away)
Mötley Crüe,Motley Crue Greatest Hits,Without You
Mötley Crüe,Motley Crue Greatest Hits,Smokin' in The Boys Room
Mötley Crüe,Motley Crue Greatest Hits,Primal Scream
Mötley Crüe,Motley Crue Greatest Hits,Too Fast For Love
Mötley Crüe,Motley Crue Greatest Hits,Looks That Kill
Mötley Crüe,Motley Crue Greatest Hits,Shout At The Devil
Nirvana,From The Muddy Banks Of The Wishkah [Live],Intro
Nirvana,From The Muddy Banks Of The Wishkah [Live],School
Nirvana,From The Muddy Banks Of The Wishkah [Live],Drain You
Nirvana,From The Muddy Banks Of The Wishkah [Live],Aneurysm
Nirvana,From The Muddy Banks Of The Wishkah [Live],Smells Like Teen Spirit
Nirvana,From The Muddy Banks Of The Wishkah [Live],Been A Son
Nirvana,From The Muddy Banks Of The Wishkah [Live],Lithium
Nirvana,From The Muddy Banks Of The Wishkah [Live],Sliver
Nirvana,From The Muddy Banks Of The Wishkah [Live],Spank Thru
Nirvana,From The Muddy Banks Of The Wishkah [Live],Scentless Apprentice
Nirvana,From The Muddy Banks Of The Wishkah [Live],Heart-Shaped Box
Nirvana,From The Muddy Banks Of The Wishkah [Live],Milk It
Nirvana,From The Muddy Banks Of The Wishkah [Live],Negative Creep
Nirvana,From The Muddy Banks Of The Wishkah [Live],Polly
Nirvana,From The Muddy Banks Of The Wishkah [Live],Breed
Nirvana,From The Muddy Banks Of The Wishkah [Live],Tourette's
Nirvana,From The Muddy Banks Of The Wishkah [Live],Blew
Nirvana,Nevermind,Smells Like Teen Spirit
Nirvana,Nevermind,In Bloom
Nirvana,Nevermind,Come As You Are
Nirvana,Nevermind,Breed
Nirvana,Nevermind,Lithium
Nirvana,Nevermind,Polly
Nirvana,Nevermind,Territorial Pissings
Nirvana,Nevermind,Drain You
Nirvana,Nevermind,Lounge Act
Nirvana,Nevermind,Stay Away
Nirvana,Nevermind,On A Plain
Nirvana,Nevermind,Something In The Way
O Terço,Compositores,Time
O Terço,Compositores,P.S.Apareça
O Terço,Compositores,Sangue Latino
O Terço,Compositores,Folhas Secas
O Terço,Compositores,Poeira
O Terço,Compositores,Mágica
O Terço,Compositores,Quem Mata A Mulher Mata O Melhor
O Terço,Compositores,Mundaréu
O Terço,Compositores,O Braço Da Minha Guitarra
O Terço,Compositores,Deus
O Terço,Compositores,Mãe Terra
O Terço,Compositores,Às Vezes
O Terço,Compositores,Menino De Rua
O Terço,Compositores,Prazer E Fé
O Terço,Compositores,Elza
Olodum,Olodum,Requebra
Olodum,Olodum,Nossa Gente (Avisa Là)
Olodum,Olodum,Olodum - Alegria Geral
Olodum,Olodum,Madagáscar Olodum
Olodum,Olodum,Faraó Divindade Do Egito
Olodum,Olodum,Todo Amor (Asas Da Liberdade)
Olodum,Olodum,Denúncia
Olodum,Olodum,"Olodum, A Banda Do Pelô"
Olodum,Olodum,Cartao Postal
Olodum,Olodum,Jeito Faceiro
Olodum,Olodum,Revolta Olodum
Olodum,Olodum,Reggae Odoyá
Olodum,Olodum,Protesto Do Olodum (Ao Vivo)
Olodum,Olodum,Olodum - Smile (Instrumental)
Os Paralamas Do Sucesso,Acústico MTV,Vulcão Dub - Fui Eu
Os Paralamas Do Sucesso,Acústico MTV,O Trem Da Juventude
Os Paralamas Do Sucesso,Acústico MTV,Manguetown
Os Paralamas Do Sucesso,Acústico MTV,"Um Amor, Um Lugar"
Os Paralamas Do Sucesso,Acústico MTV,Bora-Bora
Os Paralamas Do Sucesso,Acústico MTV,Vai Valer
Os Paralamas Do Sucesso,Acústico MTV,I Feel Good (I Got You) - Sossego
Os Paralamas Do Sucesso,Acústico MTV,Uns Dias
Os Paralamas Do Sucesso,Acústico MTV,Sincero Breu
Os Paralamas Do Sucesso,Acústico MTV,Meu Erro
Os Paralamas Do Sucesso,Acústico MTV,Selvagem
Os Paralamas Do Sucesso,Acústico MTV,Brasília 5:31
Os Paralamas Do Sucesso,Acústico MTV,Tendo A Lua
Os Paralamas Do Sucesso,Acústico MTV,Que País É Este
Os Paralamas Do Sucesso,Acústico MTV,Navegar Impreciso
Os Paralamas Do Sucesso,Acústico MTV,Feira Moderna
Os Paralamas Do Sucesso,Acústico MTV,Tequila - Lourinha Bombril (Parate Y Mira)
Os Paralamas Do Sucesso,Acústico MTV,Vamo Batê Lata
Os Paralamas Do Sucesso,Acústico MTV,Life During Wartime
Os Paralamas Do Sucesso,Acústico MTV,Nebulosa Do Amor
Os Paralamas Do Sucesso,Acústico MTV,Caleidoscópio
Os Paralamas Do Sucesso,Arquivo II,Trac Trac
Os Paralamas Do Sucesso,Arquivo II,Tendo A Lua
Os Paralamas Do Sucesso,Arquivo II,Mensagen De Amor (2000)
Os Paralamas Do Sucesso,Arquivo II,Lourinha Bombril
Os Paralamas Do Sucesso,Arquivo II,La Bella Luna
Os Paralamas Do Sucesso,Arquivo II,Busca Vida
Os Paralamas Do Sucesso,Arquivo II,Uma Brasileira
Os Paralamas Do Sucesso,Arquivo II,Luis Inacio (300 Picaretas)
Os Paralamas Do Sucesso,Arquivo II,Saber Amar
Os Paralamas Do Sucesso,Arquivo II,Ela Disse Adeus
Os Paralamas Do Sucesso,Arquivo II,O Amor Nao Sabe Esperar
Os Paralamas Do Sucesso,Arquivo II,Aonde Quer Que Eu Va
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Caleidoscópio
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Óculos
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Cinema Mudo
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Alagados
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Lanterna Dos Afogados
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Melô Do Marinheiro
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Vital E Sua Moto
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,O Beco
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Meu Erro
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Perplexo
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Me Liga
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Quase Um Segundo
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Selvagem
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Romance Ideal
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Será Que Vai Chover?
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,SKA
Ozzy Osbourne,Bark at the Moon (Remastered),Bark at the Moon
Ozzy Osbourne,Blizzard of Ozz,I Don't Know
Ozzy Osbourne,Blizzard of Ozz,Crazy Train
Ozzy Osbourne,Diary of a Madman (Remastered),Flying High Again
Ozzy Osbourne,No More Tears (Remastered),"Mama, I'm Coming Home"
Ozzy Osbourne,No More Tears (Remastered),No More Tears
Ozzy Osbourne,Tribute,I Don't Know
Ozzy Osbourne,Tribute,Crazy Train
Ozzy Osbourne,Tribute,Believer
Ozzy Osbourne,Tribute,Mr. Crowley
Ozzy Osbourne,Tribute,Flying High Again
Ozzy Osbourne,Tribute,Relvelation (Mother Earth)
Ozzy Osbourne,Tribute,Steal Away (The Night)
Ozzy Osbourne,Tribute,Suicide Solution (With Guitar Solo)
Ozzy Osbourne,Tribute,Iron Man
Ozzy Osbourne,Tribute,Children Of The Grave
Ozzy Osbourne,Tribute,Paranoid
Ozzy Osbourne,Tribute,Goodbye To Romance
Ozzy Osbourne,Tribute,No Bone Movies
Ozzy Osbourne,Tribute,Dee
Ozzy Osbourne,Speak of the Devil,Sympton of the Universe
Ozzy Osbourne,Speak of the Devil,Snowblind
Ozzy Osbourne,Speak of the Devil,Black Sabbath
Ozzy Osbourne,Speak of the Devil,Fairies Wear Boots
Ozzy Osbourne,Speak of the Devil,War Pigs
Ozzy Osbourne,Speak of the Devil,The Wizard
Ozzy Osbourne,Speak of the Devil,N.I.B.
Ozzy Osbourne,Speak of the Devil,Sweet Leaf
Ozzy Osbourne,Speak of the Devil,Never Say Die
Ozzy Osbourne,Speak of the Devil,"Sabbath, Bloody Sabbath"
Ozzy Osbourne,Speak of the Devil,Iron Man/Children of the Grave
Ozzy Osbourne,Speak of the Devil,Paranoid
Page & Plant,Walking Into Clarksdale,Shining In The Light
Page & Plant,Walking Into Clarksdale,When The World Was Young
Page & Plant,Walking Into Clarksdale,Upon A Golden Horse
Page & Plant,Walking Into Clarksdale,Blue Train
Page & Plant,Walking Into Clarksdale,Please Read The Letter
Page & Plant,Walking Into Clarksdale,Most High
Page & Plant,Walking Into Clarksdale,Heart In Your Hand
Page & Plant,Walking Into Clarksdale,Walking Into Clarksdale
Page & Plant,Walking Into Clarksdale,Burning Up
Page & Plant,Walking Into Clarksdale,When I Was A Child
Page & Plant,Walking Into Clarksdale,House Of Love
Page & Plant,Walking Into Clarksdale,Sons Of Freedom
Passengers,Original Soundtracks 1,United Colours
